	ERR197562	Acinetobacter_baumannii_1294596_GCA_000582925_1_24_dna_genome	Acinetobacter_baumannii_1264765_GCA_000681815_1_24_dna_genome	ERR197616	Acinetobacter_baumannii_1564232_GCA_000584815_2_24_dna_genome	SRR654235	ERR246690	ERR246753	ERR190436	Acinetobacter_calcoaceticus_dsm_30006_cip_81_8_GCA_000368965_1_24_dna_genome	ERR197608	ERR110009	ERR197604	ERR190453	ERR197617	Acinetobacter_baumannii_1295259_GCA_000581095_1_24_dna_genome	Acinetobacter_baumannii_1239920_GCA_000582235_1_24_dna_genome	SRR387327	Acinetobacter_baumannii_1475718_GCA_000580955_1_24_dna_genome	Acinetobacter_baumannii_263903_2_GCA_000583395_1_24_dna_genome	Acinetobacter_baumannii_826659_GCA_000588515_1_24_dna_genome	ERR356293	ERR190413	ERR197615	ERR197614	ERR190469	ERR110078	Acinetobacter_calcoaceticus_anc_3811_GCA_000399665_1_24_dna_genome	Acinetobacter_baumannii_883425_GCA_000588395_1_24_dna_genome	Acinetobacter_baumannii_809848_GCA_000581275_1_24_dna_genome	ERR119673	Acinetobacter_baumannii_263903_1_GCA_000682155_1_24_dna_genome	ERR190445	ERR246917	ERR246735	ERR190463	Acinetobacter_baumannii_907131_GCA_000582195_1_24_dna_genome	Acinetobacter_pittii_cip_70_29_GCA_000369045_1_24_dna_genome	Acinetobacter_calcoaceticus_anc_3680_GCA_000368945_1_24_dna_genome	ERR246703	Acinetobacter_baumannii_723929_GCA_000584215_1_24_dna_genome	ERR110090	Acinetobacter_pittii_42f_GCA_000529235_1_24_dna_genome	Acinetobacter_baumannii_1179249_GCA_000587995_1_24_dna_genome	Acinetobacter_baumannii_1000160_GCA_000588715_2_24_dna_genome	ERR190426	Acinetobacter_baumannii_742879_GCA_000588535_1_24_dna_genome	ERR190499	Acinetobacter_baumannii_1451147_GCA_000681535_1_24_dna_genome	ERR356238	ERR190427	ERR197559	Acinetobacter_baumannii_1288284_GCA_000681715_1_24_dna_genome	Acinetobacter_pittii_anc_4052_GCA_000399705_1_24_dna_genome	6_S6_L001_R1_001_assembly	Acinetobacter_baumannii_1542444_GCA_000581835_1_24_dna_genome	ERR197607	ERR110085	ERR190411	Acinetobacter_baumannii_wc_141_GCA_000313935_1_24_dna_genome	ERR474004	ERR356333	Acinetobacter_baumannii_25977_9_GCA_000682095_1_24_dna_genome	Acinetobacter_baumannii_1245249_GCA_000584575_1_24_dna_genome	Acinetobacter_pittii_anc_4050_GCA_000399685_1_24_dna_genome	Acinetobacter_baumannii_1289694_GCA_000580855_1_24_dna_genome	Acinetobacter_baumannii_272263_GCA_000581215_1_24_dna_genome	ERR197557	ERR190431	Acinetobacter_baumannii_478810_GCA_000584015_2_24_dna_genome	3_S3_L001	Acinetobacter_baumannii_1578804_GCA_000582075_1_24_dna_genome	Acinetobacter_baumannii_1461402_GCA_000580635_1_24_dna_genome	Acinetobacter_calcoaceticus_niph_13_GCA_000367865_1_24_dna_genome	ERR190485	Acinetobacter_pittii_anc_3678_GCA_000369025_1_24_dna_genome	ERR197625	ERR190429	Acinetobacter_baumannii_348935_GCA_000580795_1_24_dna_genome	Acinetobacter_baumannii_983759_GCA_000582135_1_24_dna_genome	ERR356266	Acinetobacter_baumannii_479375_GCA_000581715_1_24_dna_genome	Acinetobacter_baumannii_146457_GCA_000580655_1_24_dna_genome	Acinetobacter_baumannii_1437282_GCA_000580915_1_24_dna_genome	Acinetobacter_baumannii_ci78_GCA_000516615_1_24_dna_genome	ERR197611	ERR197606	Acinetobacter_baumannii_wc_323_GCA_000314615_1_24_dna_genome	Acinetobacter_baumannii_869535_GCA_000581035_1_24_dna_genome	Acinetobacter_calcoaceticus_phea_2_GCA_000191145_1_24_dna_genome	ERR197564	ERR197641	ERR356249	ERR190424	ERR246928	Acinetobacter_baumannii_225588_GCA_000588415_1_24_dna_genome	Acinetobacter_baumannii_1294243_GCA_000588015_1_24_dna_genome	ERR246882	Acinetobacter_baumannii_573719_GCA_000588275_1_24_dna_genome	ERR249282	ERR197602	Acinetobacter_baumannii_wc_136_GCA_000315155_1_24_dna_genome	ERR246869	Acinetobacter_baumannii_230853_GCA_000581195_1_24_dna_genome	Acinetobacter_calcoaceticus_ruh2202_GCA_000162035_1_24_dna_genome
ERR197608	0.982856762262	0.855296227784	0.886946582838	0.998832871228	0.88758524811	0.919426979225	0.918013467031	0.918128609897	0.918570364174	0.873340013285	1.0	0.917994607826	0.989193631435	0.995567544017	0.998959493907	0.888349742817	0.862819586665	0.918209006793	0.888668851655	0.889695554508	0.886368203107	0.919386423487	0.998634424399	0.998834777266	0.92469400466	0.918204322922	0.917985667691	0.878173064154	0.888913961906	0.885999460311	0.918160817686	0.863564687088	0.976222993044	0.91855692691	0.917265620773	0.91904275683	0.887505526929	0.886803100989	0.874626548632	0.918170146528	0.88775524159	0.918266682872	0.893599808131	0.977677377429	0.850847049085	0.967800509362	0.88599747076	0.918377029478	0.888283379593	0.919042685151	0.998231238328	0.944965697669	0.899572592886	0.881903986987	0.886984485755	0.88574619362	0.998945357765	0.9271956176	0.989333257737	0.881320307951	0.886951024568	0.919099127421	0.977783750672	0.887502303091	0.88146241444	0.888275706901	0.855597798819	0.979214628076	0.997090277822	0.887987333884	0.918322616359	0.887992260729	0.866638137624	0.873523693075	0.998703343032	0.887462862715	0.998940686148	0.988935198201	0.878547748401	0.862637716296	0.887116793074	0.853188013111	0.851103488607	0.850549894898	0.882939917915	0.998886980648	0.997893786845	0.864803680405	0.862471373772	0.885492813382	0.982928333045	0.950518464617	0.88441919747	0.998316412262	0.918380865113	0.888110313377	0.887615545522	0.918226739502	0.893492531905	0.918327802585	0.988978972181	0.889573849781	0.918347576429	0.861707114397	0.874149372418
ERR110009	0.917262234495	0.851294248848	0.8910715268	0.919734698938	0.889637378668	0.980047646105	0.998209437812	0.998348592337	0.994606877291	0.874483241399	0.917994607826	1.0	0.917357303286	0.922142322796	0.917878523429	0.893023718646	0.858649843845	0.979135714112	0.890168103188	0.891484646109	0.890161513198	0.994039875936	0.917979474566	0.918005965821	0.996916697247	0.998722241109	0.978603066165	0.878361197363	0.891141672517	0.889355844206	0.999200784376	0.859172288879	0.923357779752	0.99680282561	0.979076844378	0.902473024222	0.891029778678	0.889505407598	0.876046965274	0.998028886046	0.889784220234	0.998126135	0.889080268072	0.92085160029	0.851523345283	0.945512680705	0.890232447873	0.998068563463	0.889975785567	0.979940003679	0.917964356382	0.968328355134	0.933877700416	0.884362561489	0.888836713649	0.889768941753	0.917939916312	0.952221509343	0.93397276486	0.881860320105	0.889403169686	0.978560079197	0.918444914926	0.890156236826	0.883840144562	0.890449837485	0.850931659576	0.928273083365	0.918678836631	0.889873326522	0.978760313419	0.89144481173	0.859997285677	0.874860870887	0.918030211732	0.889143728575	0.918042585461	0.934523458219	0.861723267324	0.856564068934	0.890004767202	0.849044106099	0.85194613015	0.84894982135	0.885662440414	0.91886870635	0.920575720414	0.858329637552	0.857907488185	0.889783782883	0.917736201005	0.977596090704	0.887540170509	0.917701985531	0.997470707925	0.889896216718	0.888790440214	0.998026184851	0.891678771663	0.998645778214	0.919122613292	0.890994742758	0.978487853342	0.856661187106	0.875109941466
ERR197604	0.982408618989	0.854436364162	0.886668560543	0.989111621703	0.887753935022	0.918805825432	0.917538164202	0.917616705048	0.917752928937	0.873842744031	0.989193631435	0.917357303286	1.0	0.987772967017	0.988576215131	0.888323326352	0.858364738826	0.917536919408	0.887439251548	0.890225522368	0.88663614307	0.918679541599	0.987801061876	0.989150253469	0.925950342793	0.917814549987	0.917518723378	0.878599423871	0.888270058092	0.886454741088	0.917537886039	0.859810729698	0.975719218733	0.917820844786	0.917033695632	0.919391488823	0.886770834679	0.887259683576	0.875122363918	0.917651719702	0.887651420584	0.917647462186	0.892611667431	0.975814534713	0.851303957202	0.959570271732	0.886173356357	0.917832913853	0.887146599867	0.918684445086	0.988219848261	0.940888030502	0.898898340715	0.882374704981	0.88640271129	0.885802733636	0.989310202374	0.920681509056	0.979422696922	0.879469803363	0.887511577456	0.918391499282	0.976057178641	0.887876693599	0.881364450969	0.887278595962	0.847064880033	0.983988532658	0.98823713033	0.887178200929	0.917938566235	0.887771133607	0.860267959529	0.873855827002	0.988639415372	0.887012628136	0.98920304401	0.980350778192	0.875818712105	0.86304683091	0.886581261313	0.848955751405	0.852261991221	0.850965813301	0.882864389436	0.989219578283	0.98827813334	0.857475017686	0.862939604043	0.885532481543	0.982610544267	0.94775989105	0.884565584384	0.987921050653	0.91758565069	0.887367644139	0.886522167507	0.917698183065	0.892657028923	0.917413612817	0.998497337379	0.889841464112	0.91811201379	0.856494896605	0.874235979056
ERR190453	0.981580237903	0.848057204287	0.88627177317	0.995396517012	0.887666752951	0.921287530264	0.92253950872	0.92264732925	0.922956282504	0.873559958773	0.995567544017	0.922142322796	0.987772967017	1.0	0.996275295966	0.887413404899	0.856833310034	0.920441787254	0.887377632184	0.888872023159	0.886672176484	0.922746539227	0.996421153872	0.99612077471	0.92639048198	0.922919233634	0.920941995178	0.878401519082	0.887533629662	0.886456893029	0.922326834982	0.854944179542	0.976129947498	0.922823267856	0.920007109507	0.918766294859	0.887309590447	0.887162219422	0.874846031421	0.922635412438	0.887351474736	0.922924589601	0.886998203741	0.978658391582	0.851228747076	0.966972847654	0.886568547196	0.923388231635	0.886794477037	0.921619434267	0.996457979726	0.944740503753	0.900812270243	0.882365065644	0.886505958773	0.886317725729	0.996133059188	0.930714985928	0.987336777834	0.880192660736	0.886918472945	0.921691474516	0.977952285852	0.887177955773	0.882023562201	0.887951250928	0.846469624772	0.979180711568	0.996843708341	0.887366889199	0.921091300684	0.886841455773	0.857856239697	0.873913214832	0.996237969231	0.886623574504	0.99609804918	0.987974097842	0.865096337513	0.859047016161	0.886511768315	0.859757269557	0.8516322326	0.850563389331	0.883197689805	0.996038682618	0.994961633383	0.858922055908	0.856306155477	0.885904797004	0.982056372221	0.952024752644	0.884783499411	0.996235766794	0.92229919507	0.887154429246	0.886754015608	0.922807118561	0.887492861766	0.922235672537	0.988094161495	0.888089597215	0.921390650833	0.853242369348	0.874412992511
ERR197617	0.982827316034	0.852812188772	0.886831060398	0.998802543274	0.887361171238	0.919242938608	0.917841371054	0.917948239464	0.918371156531	0.873331839628	0.998959493907	0.917878523429	0.988576215131	0.996275295966	1.0	0.887676709479	0.86235958628	0.918026552323	0.888091553617	0.888919147587	0.886312920062	0.919066947928	0.998785733839	0.998959095341	0.922314971205	0.917897353254	0.917779937895	0.878223205617	0.888911875399	0.886075420814	0.917855454921	0.857287942801	0.976410326316	0.918226427687	0.917158608726	0.919050904231	0.887454980499	0.88675713028	0.874561211573	0.917833222888	0.887037100482	0.917896057072	0.887164880393	0.978073079393	0.850931963412	0.96771308454	0.885948425393	0.918005417273	0.887731715707	0.918527334265	0.998457898937	0.943523545493	0.899037087201	0.881838115583	0.88689197199	0.885777514463	0.998949285741	0.920277759231	0.989283032538	0.881042268643	0.886816664874	0.918575578477	0.977905813971	0.88670049384	0.881502528606	0.887386080231	0.854657169565	0.979393893392	0.997253853221	0.887357787368	0.917965026653	0.887063051151	0.86092720342	0.873548769117	0.998856676174	0.887384541782	0.998953368269	0.988899564097	0.869177993732	0.857105477057	0.88688298814	0.850688682203	0.851073409137	0.850740078125	0.882873159411	0.99885188404	0.997740265755	0.865008746819	0.854458707698	0.885450435621	0.983090583173	0.942227917382	0.884398295518	0.998540504785	0.918029656291	0.887481534133	0.887494673438	0.917837422337	0.887742356188	0.917967661105	0.988403238046	0.888328170394	0.918128317191	0.85622727311	0.874112644448
Acinetobacter_baumannii_1295259_GCA_000581095_1_24_dna_genome	0.886572140923	0.881492112387	0.965215717685	0.888953367278	0.965606160894	0.894282766194	0.891044637076	0.89126764846	0.890281161632	0.900681955639	0.888349742817	0.893023718646	0.888323326352	0.887413404899	0.887676709479	1.0	0.854373033844	0.892095180834	0.965414846625	0.9676380381	0.962956796896	0.892724080876	0.886180380314	0.886719331217	0.892351527936	0.889648678089	0.890417852659	0.907902412254	0.967422338104	0.965048374261	0.889977499957	0.864879370886	0.888817237739	0.890185980739	0.889650492071	0.889451230831	0.966246764452	0.967759558849	0.901764383535	0.890026092488	0.965737226338	0.890099328331	0.96595367257	0.890966077469	0.848941407537	0.888714483782	0.966210153261	0.889535494204	0.965736682542	0.890826669212	0.885747125221	0.930936492677	0.940684816512	0.936054048251	0.965931571925	0.966393424162	0.886595177944	0.942540358987	0.888035824346	0.912940752428	0.96571199307	0.890917077857	0.891382826573	0.964969534071	0.926691896405	0.965969680905	0.851062759718	0.889460032909	0.886796069657	0.965971194815	0.890751864939	0.965650123196	0.874599602312	0.901102845179	0.886502669514	0.965327629592	0.886670773615	0.887738334625	0.876941924656	0.864588016812	0.966137808647	0.859411934041	0.848469148556	0.849792711183	0.935632816063	0.886788580275	0.887146933555	0.869307352379	0.863418435444	0.966314909492	0.886113702136	0.925597060625	0.948706023329	0.886674121615	0.891816403663	0.965980089434	0.964621341978	0.889754999545	0.945155594478	0.889862787975	0.887025524427	0.96653375558	0.890326268008	0.869631520062	0.901013951014
Acinetobacter_baumannii_1239920_GCA_000582235_1_24_dna_genome	0.862448812653	0.988928183988	0.848351588403	0.862663427628	0.857351491085	0.862105490023	0.855139233759	0.855248531694	0.855935898385	0.837882663452	0.862819586665	0.858649843845	0.858364738826	0.856833310034	0.86235958628	0.854373033844	1.0	0.847852832802	0.853594291364	0.852248977482	0.841448859039	0.846235688158	0.841087539928	0.848178470056	0.8454111095	0.840519751836	0.841332043701	0.836381003474	0.861658188081	0.842375989361	0.840636265891	0.986177305848	0.849251250888	0.840401407866	0.839042742323	0.850516145914	0.853856504439	0.841823755143	0.838253173493	0.840597770252	0.84973793613	0.840950150336	0.851067011757	0.852715157052	0.839425996434	0.854393245167	0.838870822153	0.840655500203	0.850062892389	0.844507628725	0.840712259454	0.900969787393	0.84757997901	0.84118694277	0.85052582787	0.842418578571	0.847987305481	0.948061448427	0.842606077964	0.849300970473	0.851391933968	0.843797362125	0.86687656395	0.848532475182	0.838599882633	0.85622015023	0.996618308339	0.854837627573	0.845689224953	0.853086332059	0.840430355477	0.851953144444	0.985862995352	0.83712953713	0.847852057009	0.853590989697	0.848291881815	0.846186962783	0.871153099126	0.984441096594	0.850355678506	0.855388584253	0.838745251807	0.836790435308	0.841048014242	0.84812336082	0.847652173913	0.857950414368	0.985996246269	0.84254263609	0.849144665909	0.899127061106	0.837948243511	0.848012374141	0.845100729072	0.851111904975	0.846715914327	0.840233652796	0.854524196538	0.84084277841	0.841662511312	0.855525294213	0.841466137761	0.984989801765	0.837278136602
SRR387327	0.9183252147	0.852387115999	0.891007405907	0.919969147485	0.890418941136	0.978115449638	0.978794119838	0.978885990477	0.978325943673	0.874252787965	0.918209006793	0.979135714112	0.917536919408	0.920441787254	0.918026552323	0.892095180834	0.847852832802	1.0	0.890501361623	0.891023320356	0.890178965078	0.979046352063	0.917981953597	0.918092597367	0.977673102414	0.978948065234	0.977126595392	0.878361468753	0.893708974757	0.889943656536	0.978629993525	0.859713915761	0.921489036832	0.978662785128	0.977702129337	0.902285062547	0.893077772871	0.890844865706	0.875449320486	0.978873713613	0.889899407469	0.97892765841	0.889249922997	0.921913965988	0.84964663242	0.940516949961	0.890337466092	0.978840880009	0.88994117988	0.97722831538	0.917885425608	0.973784060575	0.924768879891	0.884374584908	0.890644187383	0.889959626906	0.917987785552	0.953702252182	0.929582156514	0.880364210258	0.889935921598	0.976080676422	0.919166453566	0.890587295334	0.884029172501	0.890302744406	0.851425371077	0.927242581124	0.918414047944	0.890715462285	0.976468001917	0.890371915789	0.86021428077	0.874366191444	0.918085412051	0.890940940205	0.918077786125	0.927952431163	0.859660730951	0.857415109357	0.890751381087	0.850164336929	0.849600509086	0.850129546081	0.886012340969	0.918611369151	0.920600227297	0.855377882745	0.856218485516	0.889648951116	0.918544897971	0.968332690081	0.887682357937	0.917647918698	0.979056983936	0.889912164559	0.89025213476	0.978874211105	0.890491707054	0.979065745506	0.918281380589	0.890815846493	0.976647909776	0.856579074294	0.874785693691
Acinetobacter_baumannii_1475718_GCA_000580955_1_24_dna_genome	0.887170517522	0.874107266933	0.968313620808	0.889255279344	0.969519224787	0.891984097613	0.889721495962	0.889775950307	0.889927968489	0.900983281941	0.888668851655	0.890168103188	0.887439251548	0.887377632184	0.888091553617	0.965414846625	0.853594291364	0.890501361623	1.0	0.988439332414	0.963624589522	0.890639388455	0.886248990873	0.887294603148	0.889959020221	0.889166278739	0.889202464788	0.908071264884	0.968958596195	0.96802020492	0.889106679357	0.874543208738	0.888153703516	0.889370842545	0.88878385255	0.889865986342	0.967723570942	0.975883290482	0.902183536659	0.889404713923	0.997346014226	0.889330888399	0.9875971454	0.888083045504	0.849409571361	0.888481701684	0.96556610955	0.889174646536	0.995985180066	0.89067009562	0.885882600518	0.925089483552	0.963491095624	0.936294453018	0.992994061733	0.965181391448	0.887067002043	0.921218915614	0.888462175234	0.913297057305	0.986915515526	0.891905392974	0.891067748099	0.970762517179	0.926502107402	0.997319898381	0.854337278563	0.889736124632	0.887542624806	0.993688386785	0.89084297136	0.968518929644	0.875102143441	0.901442659428	0.886870872462	0.968105415577	0.8871571917	0.888254790149	0.882099966356	0.864326612554	0.991801648915	0.856612434444	0.848761577851	0.848973772873	0.935801720954	0.887273695145	0.887660463705	0.877563438328	0.873635669403	0.965316992903	0.886522626852	0.926611427957	0.950478226031	0.886942825448	0.889675600424	0.996950944725	0.971555780494	0.889220531341	0.945147560052	0.889486882123	0.886519591311	0.987903454361	0.889772629283	0.872766221749	0.901372924865
Acinetobacter_baumannii_263903_2_GCA_000583395_1_24_dna_genome	0.887839998398	0.888315544515	0.968397979117	0.890057026497	0.975135909495	0.892513862041	0.890663504529	0.890738394138	0.890654417654	0.901193325806	0.889695554508	0.891484646109	0.890225522368	0.888872023159	0.888919147587	0.9676380381	0.852248977482	0.891023320356	0.988439332414	1.0	0.96474122472	0.890643464957	0.886553395842	0.887092072478	0.889948209332	0.889004174691	0.888740731201	0.908477427191	0.969547610813	0.967860409079	0.888939115197	0.864536659516	0.887814441985	0.888815628549	0.888502236351	0.889118424757	0.968494141646	0.980140811122	0.902179915336	0.889051103633	0.987911336879	0.888900801711	0.98800140021	0.889401559155	0.847771433058	0.887890167441	0.966178436048	0.888812990404	0.98716759598	0.890555483218	0.885883583828	0.928239836869	0.956200556033	0.936680724079	0.988048977236	0.965612435785	0.88693692016	0.938910880496	0.888348624513	0.912421004835	0.993977315277	0.891306760755	0.890366477887	0.973982702934	0.926625060004	0.987972835227	0.852698859654	0.889556639215	0.887361578113	0.985432429091	0.890251212644	0.970167028412	0.86971489375	0.901506481911	0.886605063292	0.969104542642	0.887048002754	0.888290741782	0.870596800079	0.859269702524	0.988125331374	0.853297158725	0.847585772843	0.84754940228	0.935622178192	0.887038705645	0.887590602633	0.875215944561	0.870905092394	0.96581335276	0.886132944286	0.927240597749	0.950480421288	0.886722637173	0.889454482285	0.988863167856	0.969183889438	0.888799290755	0.947710939971	0.889093750999	0.887721060693	0.996890229729	0.889297849348	0.866800703694	0.900923498284
Acinetobacter_baumannii_826659_GCA_000588515_1_24_dna_genome	0.885327152317	0.863519205381	0.964486772164	0.886422044615	0.963367807888	0.890608698976	0.890510592427	0.890485078405	0.890443096852	0.901653564437	0.886368203107	0.890161513198	0.88663614307	0.886672176484	0.886312920062	0.962956796896	0.841448859039	0.890178965078	0.963624589522	0.96474122472	1.0	0.890617427121	0.884672408215	0.884694785643	0.890011833349	0.889043730334	0.888716189402	0.908396621688	0.962737530896	0.962888899724	0.888912193894	0.845101381213	0.884966778651	0.889317746514	0.888321311182	0.887797821893	0.961692452206	0.963366607349	0.901972513077	0.889482777097	0.962995671895	0.88950281857	0.962879958217	0.886301236421	0.849160118997	0.886161121328	0.962934496458	0.888907552397	0.963172019805	0.889767111173	0.884678231879	0.925833431848	0.937132793143	0.935889282135	0.962807754739	0.962962318711	0.884558334242	0.922112462006	0.886772932553	0.910346804595	0.962814513823	0.88960895107	0.885597331082	0.96213500987	0.92720671512	0.962787483098	0.841646864554	0.887404965423	0.884793808039	0.963112433156	0.889111141252	0.961883848248	0.843273549202	0.901815820497	0.884628828679	0.962627538936	0.884716163243	0.886539342066	0.849145118383	0.8441440331	0.962465563139	0.839391630774	0.848739013753	0.848180137782	0.936082371159	0.884781965229	0.885400487413	0.848575709789	0.845200191504	0.962847698586	0.883788023591	0.927524269937	0.952785839206	0.884589517843	0.889111921504	0.963098134863	0.963526243279	0.889490470559	0.944635401786	0.889525776016	0.885198151807	0.963345981529	0.889157639653	0.843251021625	0.901423282281
ERR356293	0.918538792469	0.852518197579	0.89177964961	0.921074097532	0.891247337665	0.979545543011	0.993593514961	0.993775366629	0.991149815142	0.87621989626	0.919386423487	0.994039875936	0.918679541599	0.922746539227	0.919066947928	0.892724080876	0.846235688158	0.979046352063	0.890639388455	0.890643464957	0.890617427121	1.0	0.919129748094	0.919169758953	0.992682655346	0.993480272121	0.982308824544	0.88006516157	0.892477184824	0.890648367208	0.993733777442	0.860443929809	0.92405743998	0.993371413376	0.978955961775	0.903757493007	0.892504639421	0.890897415535	0.877752016896	0.993423595917	0.891455370985	0.993215273088	0.890371101334	0.921733375093	0.853662097323	0.945253860517	0.891434547233	0.993507625175	0.891189642234	0.9791176411	0.919284589213	0.976316994212	0.934017139065	0.886098904229	0.890531699929	0.891021071503	0.919144698279	0.95666392243	0.934018233793	0.883551219289	0.890810557951	0.982526060123	0.919479306502	0.891601326194	0.885503616313	0.892129420884	0.851541827727	0.929179333193	0.91971016729	0.89155083238	0.979290082116	0.89251459654	0.862299375731	0.876546040599	0.919118425023	0.890211919521	0.919276521722	0.934268044937	0.863288553091	0.857781588084	0.89151308699	0.849773779975	0.853737804942	0.851432447037	0.887163067118	0.91995232939	0.921735441755	0.861485591122	0.858996803997	0.891145017913	0.918509755366	0.971253195365	0.888882979362	0.919010326639	0.994219291041	0.891303092581	0.890188169771	0.993752270698	0.892412580016	0.993772190805	0.920082835991	0.892918205241	0.981968448822	0.857450153297	0.876678314433
ERR190413	0.982384324028	0.847391415463	0.88640545827	0.998515493179	0.887442087214	0.919199686819	0.918073919549	0.91819061982	0.918532371862	0.873228719204	0.998634424399	0.917979474566	0.987801061876	0.996421153872	0.998785733839	0.886180380314	0.841087539928	0.917981953597	0.886248990873	0.886553395842	0.884672408215	0.919129748094	1.0	0.998762209164	0.922583960815	0.918174343774	0.917880803267	0.878231752307	0.887611546013	0.886036757053	0.918074171547	0.854030069528	0.97638745129	0.9185850068	0.917290623843	0.918960095699	0.887182694445	0.886834293297	0.874746570296	0.918231294992	0.886556875006	0.918231806564	0.886520817355	0.977663454134	0.850607849176	0.968183096344	0.885974700937	0.918217129395	0.886743040241	0.918701425651	0.998544214685	0.943311863539	0.898678370909	0.881889318945	0.886342660012	0.885760040468	0.998705428123	0.928619505957	0.98992713425	0.880941273094	0.886250004983	0.918753713716	0.97756840982	0.886917092475	0.881520425947	0.88728941656	0.846848448117	0.979150053578	0.997521339356	0.886766117434	0.918019754349	0.886796699175	0.857488324209	0.873586361673	0.99878806303	0.886787697095	0.998721908322	0.988655985868	0.86404039605	0.857488143646	0.886344830863	0.860822130488	0.851232702328	0.850616478198	0.882914198894	0.998587839948	0.997634608378	0.860615565301	0.854867359959	0.885460342735	0.982496423968	0.948806437193	0.884383616268	0.998475651506	0.918204404638	0.886817242749	0.886899676976	0.918200975634	0.887433068738	0.918177403914	0.987473749812	0.887422198949	0.918191378791	0.851258688161	0.874157475699
ERR197615	0.982762575509	0.855607867814	0.88708210918	0.998765071213	0.887561875957	0.919349052923	0.918005965193	0.918103301952	0.918551875931	0.873305467999	0.998834777266	0.918005965821	0.989150253469	0.99612077471	0.998959095341	0.886719331217	0.848178470056	0.918092597367	0.887294603148	0.887092072478	0.884694785643	0.919169758953	0.998762209164	1.0	0.924431059754	0.918051029008	0.917981796921	0.878239511043	0.888714233672	0.886064492164	0.918024823387	0.863755120058	0.97608245174	0.918432844081	0.917223632611	0.919029112764	0.88744855701	0.886818409039	0.874624550385	0.917977835124	0.887750221193	0.918069169995	0.893709567256	0.977659938514	0.850910057044	0.96773308486	0.885975987376	0.918173838923	0.888371655398	0.918946937343	0.998290588668	0.943396591041	0.899482019882	0.881886830583	0.886983582057	0.885777513502	0.998948226816	0.928513058543	0.989353357226	0.881430096464	0.886970151486	0.919039041427	0.977541348334	0.887496147428	0.881540936378	0.888376709599	0.856337546063	0.979221000757	0.997057981054	0.888018442011	0.918352202189	0.887988818997	0.866699243678	0.873573981617	0.998758058643	0.887398540478	0.998954254011	0.988858682091	0.880533468986	0.86255528555	0.887129754198	0.853618387833	0.851366049602	0.850642978082	0.88288862136	0.998833763543	0.997793246806	0.866772535471	0.86204035782	0.885491972972	0.983080108334	0.949997502373	0.884447029605	0.998369211925	0.918217433441	0.888194426368	0.88757153215	0.918068859431	0.893668981461	0.918035064347	0.988840053867	0.889887198008	0.918351763134	0.861988558225	0.874114452925
ERR197614	0.921276872193	0.854203623339	0.891827515841	0.926027702738	0.890526181098	0.97858027199	0.996675605309	0.996879060759	0.993238497077	0.875102704829	0.92469400466	0.996916697247	0.925950342793	0.92639048198	0.922314971205	0.892351527936	0.8454111095	0.977673102414	0.889959020221	0.889948209332	0.890011833349	0.992682655346	0.922583960815	0.924431059754	1.0	0.997546517205	0.978167201323	0.87880465138	0.892062621952	0.890007201046	0.997322183437	0.861658651959	0.927066622305	0.995790271767	0.978330331291	0.903580034081	0.891878261924	0.890154569433	0.876569754966	0.997106250406	0.891152567938	0.996680806831	0.893084243623	0.924186396079	0.851878234513	0.947476017607	0.891291356967	0.996885515452	0.890300010213	0.978827220302	0.922659580736	0.97585031604	0.933518721534	0.885450294675	0.889685506041	0.890441804536	0.924398738764	0.943833038718	0.937355123227	0.8826549149	0.890168377516	0.977471605875	0.922953563756	0.8907441942	0.885489325914	0.892788437253	0.850688881769	0.93182274191	0.924722185732	0.891741275658	0.977728393904	0.892364177514	0.861450618456	0.875437199604	0.922597451377	0.890079867823	0.924584918311	0.938569976795	0.870982195775	0.862899552285	0.890557677235	0.852449750414	0.852415950545	0.850430731429	0.886139926831	0.925336703743	0.926676126446	0.859193435294	0.860198776601	0.890561677072	0.921629334668	0.976823261018	0.888095404278	0.922377660443	0.996562664191	0.890262975741	0.889721125057	0.996596657854	0.893696821548	0.997504883307	0.927460914897	0.892059361978	0.977378289613	0.858820870721	0.875616535871
