UID	row_clusters-flat	Acinetobacter_baumannii_272263_GCA_000581215_1_24_dna_genome	Acinetobacter_baumannii_1461402_GCA_000580635_1_24_dna_genome	Acinetobacter_baumannii_869535_GCA_000581035_1_24_dna_genome	ERR190426	Acinetobacter_baumannii_1179249_GCA_000587995_1_24_dna_genome	ERR197603	ERR190413	ERR249214	ERR190412	ERR110074	ERR246890	ERR246919	SRR387325	ERR246818	ERR190463	ERR197641	ERR197559	ERR110085	ERR356249	Acinetobacter_baumannii_826659_GCA_000588515_1_24_dna_genome	Acinetobacter_baumannii_1295259_GCA_000581095_1_24_dna_genome	Acinetobacter_baumannii_1542444_GCA_000581835_1_24_dna_genome	Acinetobacter_baumannii_1578804_GCA_000582075_1_24_dna_genome	Acinetobacter_baumannii_1264765_GCA_000681815_1_24_dna_genome	Acinetobacter_baumannii_1294243_GCA_000588015_1_24_dna_genome	Acinetobacter_pittii_cip_70_29_GCA_000369045_1_24_dna_genome	Acinetobacter_pittii_42f_GCA_000529235_1_24_dna_genome	Acinetobacter_baumannii_1289694_GCA_000580855_1_24_dna_genome	Acinetobacter_calcoaceticus_anc_3680_GCA_000368945_1_24_dna_genome	Acinetobacter_calcoaceticus_dsm_30006_cip_81_8_GCA_000368965_1_24_dna_genome	Acinetobacter_calcoaceticus_niph_13_GCA_000367865_1_24_dna_genome	Acinetobacter_pittii_anc_4050_GCA_000399685_1_24_dna_genome	Acinetobacter_calcoaceticus_anc_3811_GCA_000399665_1_24_dna_genome	Acinetobacter_baumannii_wc_141_GCA_000313935_1_24_dna_genome
Acinetobacter_baumannii_1294243_GCA_000588015_1_24_dna_genome	3	0.861173578004	0.848167492496	0.858831993918	0.890835060254	0.891591307606	0.886592879647	0.886899676976	0.886233763214	0.886963698753	0.889060082492	0.888776353033	0.888678156154	0.889271586797	0.88828396941	0.890575523235	0.902419735272	0.918374889342	0.935240311421	0.952516959156	0.963526243279	0.964621341978	0.964926939459	0.982996183702	0.987691801539	1.0	0.970390702518	0.969479148463	0.969668272912	0.902147733411	0.901147202698	0.901501055872	0.925850790284	0.909198245308	0.911674825164
Acinetobacter_baumannii_1578804_GCA_000582075_1_24_dna_genome	3	0.851128464724	0.864575946347	0.862227933107	0.89138460193	0.888298351323	0.887803908597	0.886796699175	0.88689698717	0.886776217787	0.889890641021	0.888924529151	0.888482488585	0.889025655315	0.888905859955	0.88877424611	0.921696079752	0.938757129991	0.919128404669	0.951692119978	0.961883848248	0.965650123196	0.964124355798	1.0	0.989491203201	0.982996183702	0.969782716625	0.969142226086	0.968354321781	0.901451166981	0.900626688433	0.900933664595	0.925524611988	0.907663298824	0.911155264292
Acinetobacter_baumannii_1264765_GCA_000681815_1_24_dna_genome	3	0.84788290963	0.848517141505	0.845621445879	0.889328140892	0.890168709838	0.886684623249	0.88640545827	0.88549190785	0.886295514072	0.891032493419	0.889303988061	0.88960855958	0.889024589475	0.889482919784	0.890261243596	0.92491717524	0.926575311374	0.944771345558	0.953297688372	0.964486772164	0.965215717685	0.963734568336	0.989491203201	1.0	0.987691801539	0.969834191579	0.970158384614	0.968213728239	0.902329544599	0.901412117277	0.901674370273	0.926477853687	0.908434216383	0.910604469822
Acinetobacter_baumannii_1542444_GCA_000581835_1_24_dna_genome	2	0.853222225797	0.861944422988	0.855549506377	0.888847373312	0.885532368208	0.885788919618	0.885760040468	0.885575341857	0.885583826887	0.889868136152	0.889815154116	0.889660153877	0.890000670379	0.889771030892	0.888175006054	0.91493215116	0.92299079373	0.919681895951	0.949544775826	0.962962318711	0.966393424162	1.0	0.964124355798	0.963734568336	0.964926939459	0.965984951152	0.965033552431	0.964619244242	0.902303677801	0.901302446641	0.901815491729	0.927328560864	0.908366566642	0.910925711118
Acinetobacter_baumannii_1295259_GCA_000581095_1_24_dna_genome	2	0.851062759718	0.874599602312	0.863418435444	0.888714483782	0.890966077469	0.886875096909	0.886180380314	0.885687455411	0.88628114909	0.891344416611	0.889742635651	0.890017077356	0.890204294226	0.89024822138	0.889451230831	0.925597060625	0.930936492677	0.942540358987	0.948706023329	0.962956796896	1.0	0.966393424162	0.965650123196	0.965215717685	0.964621341978	0.967759558849	0.96595367257	0.965969680905	0.901764383535	0.900681955639	0.901102845179	0.926691896405	0.907902412254	0.912940752428
Acinetobacter_baumannii_826659_GCA_000588515_1_24_dna_genome	2	0.841646864554	0.843273549202	0.845200191504	0.886161121328	0.886301236421	0.885049794954	0.884672408215	0.884515779429	0.884637250315	0.88922954789	0.889162432934	0.889178025059	0.890046828787	0.888983422255	0.887797821893	0.927524269937	0.925833431848	0.922112462006	0.952785839206	1.0	0.962956796896	0.962962318711	0.961883848248	0.964486772164	0.963526243279	0.963366607349	0.962879958217	0.962787483098	0.901972513077	0.901653564437	0.901815820497	0.92720671512	0.908396621688	0.910346804595
ERR356249	2	0.840596178247	0.837945039779	0.840286775503	0.887405391302	0.883544309715	0.884551731665	0.884383616268	0.884310792235	0.884383709932	0.887578855761	0.88761589719	0.887598911801	0.887701063734	0.887729325368	0.887347985716	0.916562592923	0.920572430242	0.912888169175	1.0	0.952785839206	0.948706023329	0.949544775826	0.951692119978	0.953297688372	0.952516959156	0.950549932067	0.950801634706	0.950468002711	0.901587200208	0.90067420112	0.901142740202	0.923830482944	0.906908259532	0.909459466598
ERR190412	3	0.843727737059	0.858487843022	0.855201410328	0.984524248847	0.97734803086	0.988044960206	0.998945420587	0.99818015902	1.0	0.91773723386	0.917912574787	0.917985345202	0.917912928898	0.917983530825	0.918816324687	0.948983957219	0.943075816826	0.919396217409	0.884383709932	0.884637250315	0.88628114909	0.885583826887	0.886776217787	0.886295514072	0.886963698753	0.886356495492	0.886545941504	0.886869706862	0.874183517766	0.873236439542	0.873602524737	0.881479273783	0.877630560865	0.879977240888
ERR249214	2	0.844627757436	0.857229191123	0.858670692631	0.98236539923	0.977738180943	0.988744511544	0.99822156205	1.0	0.99818015902	0.91756834531	0.918038308758	0.918391854597	0.917431136618	0.918367433206	0.918832776065	0.944149950423	0.942127378127	0.919105907398	0.884310792235	0.884515779429	0.885687455411	0.885575341857	0.88689698717	0.88549190785	0.886233763214	0.886290185887	0.892356927867	0.886716795124	0.874039521479	0.873221271057	0.873665572541	0.881811748054	0.877470655107	0.87891484727
ERR190413	3	0.846848448117	0.857488324209	0.854867359959	0.968183096344	0.977663454134	0.98777557261	1.0	0.99822156205	0.998945420587	0.91778893899	0.918235708611	0.918136127961	0.917920553004	0.91799268577	0.918960095699	0.948806437193	0.943311863539	0.928619505957	0.884383616268	0.884672408215	0.886180380314	0.885760040468	0.886796699175	0.88640545827	0.886899676976	0.886834293297	0.886520817355	0.88728941656	0.874746570296	0.873228719204	0.873586361673	0.881520425947	0.878231752307	0.880941273094
ERR197603	3	0.846955032935	0.860003455195	0.862831617084	0.959532508461	0.975688781232	1.0	0.98777557261	0.988744511544	0.988044960206	0.917313511091	0.917812505891	0.9177335438	0.917311939032	0.917949571336	0.91943304442	0.947752209954	0.941584475984	0.923152858987	0.884551731665	0.885049794954	0.886875096909	0.885788919618	0.887803908597	0.886684623249	0.886592879647	0.887264604021	0.892664247581	0.887378934928	0.875133086223	0.873837621443	0.873872215445	0.881424441337	0.877932697588	0.879501683093
Acinetobacter_baumannii_1179249_GCA_000587995_1_24_dna_genome	3	0.85138373498	0.857862315825	0.851915201689	0.953291970871	1.0	0.975688781232	0.977663454134	0.977738180943	0.97734803086	0.920318939343	0.920312943606	0.920292377746	0.920802024449	0.920036938999	0.919773915654	0.944899419575	0.945884065922	0.955652069007	0.883544309715	0.886301236421	0.890966077469	0.885532368208	0.888298351323	0.890168709838	0.891591307606	0.890423395434	0.886474606861	0.886679457031	0.87401302497	0.873775859805	0.87432367968	0.881632274124	0.87918144083	0.880106549675
ERR190426	1	0.862289981679	0.874216751002	0.870344365908	1.0	0.953291970871	0.959532508461	0.968183096344	0.98236539923	0.984524248847	0.948862229101	0.949892910726	0.949612587301	0.94014894467	0.943931065069	0.909940226161	0.964363091265	0.960820467102	0.936879005549	0.887405391302	0.886161121328	0.888714483782	0.888847373312	0.89138460193	0.889328140892	0.890835060254	0.887293855543	0.888972532156	0.892917722732	0.874614611151	0.873570238103	0.875941692329	0.884677154183	0.87759679212	0.88294174156
ERR246818	2	0.846125640094	0.841560478465	0.845796548358	0.943931065069	0.920036938999	0.917949571336	0.91799268577	0.918367433206	0.917983530825	0.978369362954	0.979466539643	0.979097192677	0.978314689365	1.0	0.901682768473	0.970554378254	0.975655356535	0.975482524778	0.887729325368	0.888983422255	0.89024822138	0.889771030892	0.888905859955	0.889482919784	0.88828396941	0.889439438358	0.889920357828	0.890764676206	0.875760192101	0.874711507774	0.875196452388	0.885377129903	0.878094788162	0.880427314083
SRR387325	2	0.848090471766	0.853397463357	0.850392672815	0.94014894467	0.920802024449	0.917311939032	0.917920553004	0.917431136618	0.917912928898	0.978299788193	0.979118584214	0.978787399398	1.0	0.978314689365	0.902340749087	0.972900147599	0.975624139965	0.949324603608	0.887701063734	0.890046828787	0.890204294226	0.890000670379	0.889025655315	0.889024589475	0.889271586797	0.889862670283	0.888833389447	0.889980912884	0.876011147601	0.874813077979	0.874851120471	0.884109304599	0.87810685107	0.881056802965
ERR246919	3	0.843657990631	0.839727736524	0.848489386826	0.949612587301	0.920292377746	0.9177335438	0.918136127961	0.918391854597	0.917985345202	0.996776881283	0.997951044271	1.0	0.978787399398	0.979097192677	0.902324639195	0.975993986752	0.975705271728	0.946818524096	0.887598911801	0.889178025059	0.890017077356	0.889660153877	0.888482488585	0.88960855958	0.888678156154	0.888671470846	0.889720349335	0.890256615735	0.875513338503	0.874584804	0.874588450285	0.884596006576	0.877945960697	0.880108647715
ERR246890	1	0.84592881377	0.851044547919	0.848491373666	0.949892910726	0.920312943606	0.917812505891	0.918235708611	0.918038308758	0.917912574787	0.997219462041	1.0	0.997951044271	0.979118584214	0.979466539643	0.902327257279	0.976931932007	0.976206095062	0.951168449047	0.88761589719	0.889162432934	0.889742635651	0.889815154116	0.888924529151	0.889303988061	0.888776353033	0.888648803751	0.889574289746	0.891401131236	0.875664694987	0.874683866287	0.875110895075	0.884813124813	0.878058629815	0.880422217621
ERR110074	3	0.84791648208	0.843162018176	0.850258344008	0.948862229101	0.920318939343	0.917313511091	0.91778893899	0.91756834531	0.91773723386	1.0	0.997219462041	0.996776881283	0.978299788193	0.978369362954	0.90241930139	0.973882817148	0.975073253944	0.937679385447	0.887578855761	0.88922954789	0.891344416611	0.889868136152	0.889890641021	0.891032493419	0.889060082492	0.888869238763	0.888941624921	0.889449306726	0.875778722884	0.874642055819	0.874849438538	0.883738068073	0.878211626416	0.880768227978
ERR197641	2	0.896216444726	0.884577763287	0.90518783542	0.964363091265	0.944899419575	0.947752209954	0.948806437193	0.944149950423	0.948983957219	0.973882817148	0.976931932007	0.975993986752	0.972900147599	0.970554378254	0.922659939888	1.0	0.846858023169	0.912682734097	0.916562592923	0.927524269937	0.925597060625	0.91493215116	0.921696079752	0.92491717524	0.902419735272	0.927824647802	0.936123748863	0.922815224325	0.916780131801	0.914657360406	0.918563796506	0.924840537044	0.916441409399	0.916447848286
ERR197559	2	0.898500893962	0.884781282677	0.897545549287	0.960820467102	0.945884065922	0.941584475984	0.943311863539	0.942127378127	0.943075816826	0.975073253944	0.976206095062	0.975705271728	0.975624139965	0.975655356535	0.928404936285	0.846858023169	1.0	0.922933275874	0.920572430242	0.925833431848	0.930936492677	0.92299079373	0.938757129991	0.926575311374	0.918374889342	0.926098310292	0.92640291767	0.930746722846	0.914985641241	0.915365210191	0.912359395487	0.921164760766	0.914266769413	0.923144596037
ERR110085	1	0.936648671839	0.934010246167	0.941156647743	0.936879005549	0.955652069007	0.923152858987	0.928619505957	0.919105907398	0.919396217409	0.937679385447	0.951168449047	0.946818524096	0.949324603608	0.975482524778	0.922269975507	0.912682734097	0.922933275874	1.0	0.912888169175	0.922112462006	0.942540358987	0.919681895951	0.919128404669	0.944771345558	0.935240311421	0.942176487172	0.914092563703	0.925304545905	0.906418422342	0.897373379142	0.906429721647	0.902518769678	0.941243459526	0.928062015504
ERR190463	2	0.855897247627	0.858746231615	0.853440940764	0.909940226161	0.919773915654	0.91943304442	0.918960095699	0.918832776065	0.918816324687	0.90241930139	0.902327257279	0.902324639195	0.902340749087	0.901682768473	1.0	0.922659939888	0.928404936285	0.922269975507	0.887347985716	0.887797821893	0.889451230831	0.888175006054	0.88877424611	0.890261243596	0.890575523235	0.888799759485	0.889123263983	0.889326079803	0.878035800231	0.876417986732	0.87668212918	0.88420331003	0.88331373649	0.884659893135
Acinetobacter_baumannii_869535_GCA_000581035_1_24_dna_genome	3	0.986155953216	0.994159674415	1.0	0.870344365908	0.851915201689	0.862831617084	0.854867359959	0.858670692631	0.855201410328	0.850258344008	0.848491373666	0.848489386826	0.850392672815	0.845796548358	0.853440940764	0.90518783542	0.897545549287	0.941156647743	0.840286775503	0.845200191504	0.863418435444	0.855549506377	0.862227933107	0.845621445879	0.858831993918	0.843695012759	0.857156217586	0.868704497603	0.838807165147	0.84049667241	0.8385583468	0.840545188119	0.839009762219	0.864453243183
Acinetobacter_baumannii_1461402_GCA_000580635_1_24_dna_genome	3	0.985745810456	1.0	0.994159674415	0.874216751002	0.857862315825	0.860003455195	0.857488324209	0.857229191123	0.858487843022	0.843162018176	0.851044547919	0.839727736524	0.853397463357	0.841560478465	0.858746231615	0.884577763287	0.884781282677	0.934010246167	0.837945039779	0.843273549202	0.874599602312	0.861944422988	0.864575946347	0.848517141505	0.848167492496	0.84443246243	0.858401149146	0.869823742846	0.837358749297	0.838788689184	0.836531858639	0.838691057484	0.83871428757	0.86593746466
Acinetobacter_baumannii_272263_GCA_000581215_1_24_dna_genome	2	1.0	0.985745810456	0.986155953216	0.862289981679	0.85138373498	0.846955032935	0.846848448117	0.844627757436	0.843727737059	0.84791648208	0.84592881377	0.843657990631	0.848090471766	0.846125640094	0.855897247627	0.896216444726	0.898500893962	0.936648671839	0.840596178247	0.841646864554	0.851062759718	0.853222225797	0.851128464724	0.84788290963	0.861173578004	0.840818173472	0.852903087835	0.858636172107	0.8384007661	0.837716561652	0.839089611065	0.839623828604	0.837773717391	0.854578467494
